,meta.numFound,meta.start,data.id,data.counter_total_all,data.publication_date,data.author,data.pagecount,data.volume,data.copyright,data.financial_disclosure,data.title
1069,2620,2501,10.1371/journal.pone.0164816,1241,2016-10-17T00:00:00Z,"Olga De Castro,Antonietta Di Maio,Mirko Di Febbraro,Gennaro Imparato,Michele Innangi,Errol Véla,Bruno Menale",23,11,"De Castro et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This work was supported by the Nando and Elsa Peretti Foundation (grant number 2012-83), http://www.nandoperettifound.org/en/page.php?project=449, ODC.",A Multi-Faceted Approach to Analyse the Effects of Environmental Variables on Geographic Range and Genetic Structure of a Perennial Psammophilous Geophyte: The Case of the Sea Daffodil Pancratium maritimum L. in the Mediterranean Basin
2043,2620,2501,10.1371/journal.pone.0165072,1295,2016-10-18T00:00:00Z,"Olga V Popova,Kirill V Mikhailov,Mikhail A Nikitin,Maria D Logacheva,Aleksey A Penin,Maria S Muntyan,Olga S Kedrova,Nikolai B Petrov,Yuri V Panchin,Vladimir V Aleoshin",23,11,"Popova et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Genome sequencing, assembly and annotation were supported by the Russian Science Foundation (Grant Number: 14-50-00150). Analyses of mtDNA structures was supported by the Russian Foundation for Basic Research (No. 15-04-05841). Phylogenetic analyses in this study were supported by the Russian Science Foundation (Grant Number: 14-50-00029).",Mitochondrial Genomes of Kinorhyncha: trnM Duplication and New Gene Orders within Animals
2350,2620,2501,10.1371/journal.pone.0165035,1375,2016-10-18T00:00:00Z,"Ai Kawahara,Gi-Hong An,Sachie Miyakawa,Jun Sonoda,Tatsuhiro Ezawa",20,11,"Kawahara et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This study was partially supported by the Grant-in-Aid for Scientific Research (22380042 for T.E.) and by the Grant-in-Aid for JSPS Fellows (222805 for A.K.) from Japan Society for the Promotion of Science (http://www.jsps.go.jp/english/e-grants/index.html). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Nestedness in Arbuscular Mycorrhizal Fungal Communities along Soil pH Gradients in Early Primary Succession: Acid-Tolerant Fungi Are pH Generalists
902,2620,2501,10.1371/journal.pone.0164083,1033,2016-10-19T00:00:00Z,"Su-Ping Li,Pei-Yi Yao,Jin-Feng Li,David Kay Ferguson,Long-Rui Min,Zhen-Qing Chi,Yong Wang,Jian-Xin Yao,Jin-Geng Sha",13,11,"Li et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This research was supported by the Ministry of Science and Technology of the People’s Republic of China (No. 2015FY310100), the National Natural Science Foundation of China (Nos. 41172150, 31500183, 41472030, 31300186), the Ministry of Land and Resources of China (No. 201211005-1), the China Geological Survey (Nos. DD20160120-04, DD20160345, 12120114026701) and the Basic Research Fund of the Chinese Academy of Geological Sciences (No. YYWF201501). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Freshwater Fossil Pearls from the Nihewan Basin, Early Early Pleistocene"
1099,2620,2501,10.1371/journal.pone.0164081,2377,2016-10-19T00:00:00Z,"Monica N Ramsey,Lisa A Maher,Danielle A Macdonald,Arlene Rosen",26,11,"Ramsey et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This research was supported by a Canadian Social Science and Humanities Research Council (SSHRC) Ph.D. fellowship [award number 752-2011-1728], a National Science Foundation SBE DDRIG [grant number BCS-1418462], and two Council for British Research in the Levant (CBRL) travel grants (2011, 2012) awarded to M.N. Ramsey. This manuscript was written during the tenure of M.N. Ramsey’s Canadian SSHRC Post-doctoral Fellowship [award number 756-2015-0408]. The fieldwork was entirely funded by the Arts and Humanities Research Council (AHRC) (AH/E009484/1).","Risk, Reliability and Resilience: Phytolith Evidence for Alternative ‘Neolithization’ Pathways at Kharaneh IV in the Azraq Basin, Jordan"
1350,2620,2501,10.1371/journal.pbio.2000744,7143,2016-10-19T00:00:00Z,"Priya Moorjani,Ziyue Gao,Molly Przeworski",18,14,"Moorjani et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","The Netherlands Organization for Scientific Research http://www.nwo.nl (grant number 184021007). Our study makes use of the data from the Genome of the Netherlands (GoNL) Project. Funding for the GoNL Project was provided as a Rainbow Project of the Biobanking and Biomolecular Research Infrastructure Netherlands (BBMRI-NL). The funder had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES https://www.nigms.nih.gov/Pages/default.aspx (grant number F32 GM115006-02).P.M. was supported by the Ruth L. Kirschstein National Research Service Postdoctoral fellowship. The funder had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Human Germline Mutation and the Erratic Evolutionary Clock
1714,2620,2501,10.1371/journal.pone.0163874,6505,2016-10-19T00:00:00Z,"Anne Delagnes,Patrick Schmidt,Katja Douze,Sarah Wurz,Ludovic Bellot-Gurlet,Nicholas J Conard,Klaus G Nickel,Karen L van Niekerk,Christopher S Henshilwood",27,11,"Delagnes et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","We acknowledge support by Deutsche Forschungsgemeinschaft and Open Access Publishing Fund of University of Tübingen. The research of PS was funded by the Deutsche Forschungsgemeinschaft (DFG) through the research project Heat Treatment in the South African MSA (Grant Nr: CO 226/25-1, MI 1748/2-1, NI 299/25-1). Financial support was provided to CSH for the excavation of the KDS site and subsequent analysis by a National Research Foundation/Department of Science and Technology funded Chair at the University of the Witwatersrand, South Africa and by the University of Bergen, Norway. AD and KD have benefited from the financial and logistical support of the Evolutionary Studies Institute (University of the Witwatersrand, Johannesburg) during their stay in Cape Town.","Early Evidence for the Extensive Heat Treatment of Silcrete in the Howiesons Poort at Klipdrift Shelter (Layer PBD, 65 ka), South Africa"
1215,2620,2501,10.1371/journal.pone.0164405,1875,2016-10-20T00:00:00Z,"Vazrick Nazari,B Christian Schmidt,Sean Prosser,Paul D N Hebert",13,11,"Nazari et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",This study was supported by grants to Paul D.N. Hebert (PDNH) from Natural Sciences and Engineering Research Council of Canada (NSERC) and from the Government of Canada through Genome Canada and the Ontario Genomics Institute in support of the International Barcode of Life Project.,"Century-Old DNA Barcodes Reveal Phylogenetic Placement of the Extinct Jamaican Sunset Moth, Urania sloanus Cramer (Lepidoptera: Uraniidae)"
1993,2620,2501,10.1371/journal.pone.0164982,1482,2016-10-20T00:00:00Z,"Bonan Li,Lixin Wang,Kudzai F Kaseke,Lin Li,Mary K Seely",17,11,"Li et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","United States National Science Foundation (IIA-1427642) https://www.nsf.gov/funding/pgm_summ.jsp?pims_id=12815. United States National Science Foundation (EAR-1554894) http://www.nsf.gov/funding/pgm_summ.jsp?pims_id=503214. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",The Impact of Rainfall on Soil Moisture Dynamics in a Foggy Desert
2312,2620,2501,10.1371/journal.pone.0164287,1129,2016-10-20T00:00:00Z,"Maria Carla de Francesco,Anna Loy",19,11,"de Francesco, Loy This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This study was supported by a PhD Project; funding institutions are: scholarship of University of Molise (internal); scholarship of High Educational Ministry of Denmark for 2 month in University of Aarhus (external); ERASMUS project at University of Vigo (Spain) for 4 months (external). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Intra- and Interspecific Interactions as Proximate Determinants of Sexual Dimorphism and Allometric Trajectories in the Bottlenose Dolphin Tursiops truncatus (Cetacea, Odontoceti, Delphinidae)"
2317,2620,2501,10.1371/journal.pone.0164771,1596,2016-10-21T00:00:00Z,"Lanfang Tian,Siyuan Chen,Haiyan Liu,Mingzhang Guo,Wentao Xu,Xiaoyun He,Yunbo Luo,Xiaozhe Qi,Hongxia Luo,Kunlun Huang",17,11,"Tian et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",This work was supported by Genetically Modified Organisms Breeding Major Projects of China (grant number: 2014ZX08011-005). URL: http://program.most.gov.cn. Author who received the funding: KH. The funder played roles in data collection and analysis.,In Vivo Effects of Pichia Pastoris-Expressed Antimicrobial Peptide Hepcidin on the Community Composition and Metabolism Gut Microbiota of Rats
386,2620,2501,10.1371/journal.pone.0164071,2159,2016-10-26T00:00:00Z,"Christopher L Kirkland,Breandán A MacGabhann,Brian L Kirkland,J Stephen Daly",21,11,"Kirkland et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Field and laboratory work was supported by an IRCSET Basic Research Grant (SC/2002/248) awarded to J.S.D. and a Government of Ireland (IRCSET) Embark Initiative Postgraduate Research Scholarship awarded to C.L.K. The Institute for Geoscience Research at Curtin is acknowledged for providing funding to C.L.K. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Cryptic Disc Structures Resembling Ediacaran Discoidal Fossils from the Lower Silurian Hellefjord Schist, Arctic Norway"
1057,2620,2501,10.1371/journal.pone.0163591,11082,2016-10-26T00:00:00Z,"Marián Cueto,Edgard Camarós,Pedro Castaños,Roberto Ontañón,Pablo Arias",19,11,"Cueto et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Fieldwork in La Garma is possible thanks to the financial support of Government of Cantabria within the framework of the agreements with the University of Cantabria. EC has been beneficiary of a FI-AGAUR Grant from the Generalitat de Catalunya, and developed a research stay at Instituto Internacional de Investigaciones Prehistóricas de Cantabria (University of Cantabria).",Under the Skin of a Lion: Unique Evidence of Upper Paleolithic Exploitation and Use of Cave Lion (Panthera spelaea) from the Lower Gallery of La Garma (Spain)
1347,2620,2501,10.1371/journal.pone.0165552,1032,2016-10-31T00:00:00Z,"Levy Michael Otwoma,Marc Kochzius",14,11,"Otwoma, Kochzius This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Funding for this project was obtained from Fonds Wetenschappelijk Onderzoek Vlaanderen (FWO) for the project ‘Connectivity of Coral Reefs and Mangroves in the Western Indian Ocean’ (COCOMA-WIO; grant 1501612N); Vrije Universiteit Brussel (OZR2068BOF). Vlaamse Interuniversitaire Raad - Universitaire Ontwikkelingssamenwerking (VLIR-UOS) provided a scholarship to Levy Otwoma. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Genetic Population Structure of the Coral Reef Sea Star Linckia laevigata in the Western Indian Ocean and Indo-West Pacific
558,2620,2501,10.1371/journal.pone.0165700,978,2016-11-02T00:00:00Z,"Wen-Jun Li,Xiao-Lin Sui,Patrick Kuss,Yan-Yan Liu,Ai-Rong Li,Kai-Yun Guan",19,11,"Li et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This work was supported by the Natural Science Foundation of China (U1303201, 31600447, 31370512, 31400440), a grant from The Youth Innovation Promotion Association of CAS (to ARL), the Stiftung zur Förderung der Pflanzenkenntnis (Basel/CH), and the US National Science Foundation (No. DEB-1119098) (to PK).",Long-Distance Dispersal after the Last Glacial Maximum (LGM) Led to the Disjunctive Distribution of Pedicularis kansuensis (Orobanchaceae) between the Qinghai-Tibetan Plateau and Tianshan Region
1284,2620,2501,10.1371/journal.pbio.2000724,16269,2016-11-02T00:00:00Z,Michael J Benton,7,14,"Michael J. Benton This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",The author(s) received no specific funding for this work.,Origins of Biodiversity
1954,2620,2501,10.1371/journal.pone.0164793,6369,2016-11-02T00:00:00Z,"Daniela Eugenia Rosso,Africa Pitarch Martí,Francesco d’Errico",35,11,"Rosso et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Research by DR was funded by the Generalitat de Catalunya (Ajuts per a la contractació de personal investigador novell, FI-DGR), the Doctoral Research scholarship Programme of the Martine Aublet Foundation, and the Eiffel Excellence Scholarship Programme of the French Ministry of Foreign Affairs and International Development. Research by AP was funded by the Generalitat de Catalunya (Beatriu de Pinós postdoctoral fellowship, 2014 BP-A 00122). This research was conducted with the financial support of the Wenner-Gren Foundation (Gr. 8786), the LaScArBx research programme, supported by the ANR ANR-10-LABX-52, and the European Research Council Advanced Grant, TRACSYMBOLS No. 249587 awarded under the FP7 program. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Middle Stone Age Ochre Processing and Behavioural Complexity in the Horn of Africa: Evidence from Porc-Epic Cave, Dire Dawa, Ethiopia"
2052,2620,2501,10.1371/journal.pone.0166134,1196,2016-11-03T00:00:00Z,"Jia-Jian Wang,Yong-Ping Yang,Hang Sun,Jun Wen,Tao Deng,Ze-Long Nie,Ying Meng",15,11," This is an open access article, free of all copyright, and may be freely reproduced, distributed, transmitted, modified, built upon, or otherwise used by anyone for any lawful purpose. The work is made available under the Creative Commons CC0 public domain dedication.","This study was supported by grants from Natural Sciences Foundation of China (NSFC31270273, 31570211, 31590823). This work was also partially supported by the Laboratory of Analytical Biology of the National Museum of Natural History, Smithsonian Institution, as well as the Small Grants Program of the National Museum of Natural History, the Smithsonian Institution. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",The Biogeographic South-North Divide of Polygonatum (Asparagaceae Tribe Polygonateae) within Eastern Asia and Its Recent Dispersals in the Northern Hemisphere
786,2620,2501,10.1371/journal.pgen.1006340,17351,2016-11-08T00:00:00Z,"Ivan Juric,Simon Aeschbacher,Graham Coop",25,12,"Juric et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This work was supported by an Advanced Postdoc.Mobility fellowship from the Swiss National Science Foundation P300P3_154613 to SA, and by grants from the National Science Foundation under Grant No. 1353380 to John Willis and GC, and the National Institute of General Medical Sciences of the National Institutes of Health under award numbers NIH R01 GM108779 to GC. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",The Strength of Selection against Neanderthal Introgression
818,2620,2501,10.1371/journal.pone.0163205,3928,2016-11-09T00:00:00Z,Nathan P Myhrvold,35,11,"Nathan P. Myhrvold This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","No current funding sources for this study. Intellectual Ventures provided support in the form of salaries for authors [NPM], but did not have any additional role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript. The specific roles of these authors are articulated in the ‘author contributions’ section.",Dinosaur Metabolism and the Allometry of Maximum Growth Rate
1247,2620,2501,10.1371/journal.pone.0165205,1979,2016-11-09T00:00:00Z,"Conrad C Labandeira,Evelyn Kustatscher,Torsten Wappler",49,11,"Labandeira et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This research was possible thanks to grants of the Deutsche Forschungsgemeinschaft (DFG, Heisenberg grant WA 1496/8-1) to TW. The study of the material has been partly carried out within the project “The Permian-Triassic ecological crisis in the Dolomites: extinction and recovery dynamics in Terrestrial Ecosystems” financed by the Promotion of Educational Policies, University and Research Department of the Autonomous Province of Bolzano-South Tyrol and by the “The end-Permian mass extinction in the Southern and Eastern Alps: extinction rates vs taphonomic biases in different depositional environments” financed by the Euregio Tirol-Südtirol-Trentino Science Fund.",Floral Assemblages and Patterns of Insect Herbivory during the Permian to Triassic of Northeastern Italy
1460,2620,2501,10.1371/journal.pone.0163738,1182,2016-11-09T00:00:00Z,"Iris A Holmes,William J Mautz,Alison R Davis Rabosky",18,11,"Holmes et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Funding for molecular work was provided by the STEPS Institute for Innovation in Environmental Research at the University of California (http://www1.ucsc.edu/currents/01-02/04-08/institute.html, Davis2012) Santa Cruz and by start-up funds from the University of Michigan to ARDR (https://www.lsa.umich.edu/eeb/, Davis2014).",Historical Environment Is Reflected in Modern Population Genetics and Biogeography of an Island Endemic Lizard (Xantusia riversiana reticulata)
1722,2620,2501,10.1371/journal.pone.0165602,1051,2016-11-10T00:00:00Z,"Sanatan Das Gupta,M Derek Mackenzie",18,11,"Das Gupta, Mackenzie This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This work is supported by the Environmental Research and Reclamation Group (ERRG) of the Canadian Oilsands Network for Research and Development (CONRAD) and the National Science and Engineering Research Council of Canada (NSERC). No specific permissions were required for the studied locations; however, research activities on these sites were reported back to the ERRG committee. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Spatial Patterns of Soil Respiration Links Above and Belowground Processes along a Boreal Aspen Fire Chronosequence
218,2620,2501,10.1371/journal.pone.0163549,1126,2016-11-16T00:00:00Z,"Dianne Edwards,Bao-Yin Geng,Cheng-Sen Li",21,11,"Edwards et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Chinese Academy of Sciences for a Visiting Professorship for Senior Scientists (No. 2013T2S0022 to Dianne Edwards), www.cas.ac.cn.","New Plants from the Lower Devonian Pingyipu Group, Jiangyou County, Sichuan Province, China"
473,2620,2501,10.1371/journal.pone.0165447,6587,2016-11-16T00:00:00Z,"Laura Mónica Martínez,Ferran Estebaranz-Sánchez,Jordi Galbany,Alejandro Pérez-Pérez",25,11,"Martínez et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This research was funded by the Spanish ""Ministerio de Ciencia e Innovación"" (http://www.idi.mineco.gob.es/portal/site/MICINN/), grant numbers CGL2011-22999 and CGL2014-52611-C2-1-P, both to APP. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Testing Dietary Hypotheses of East African Hominines Using Buccal Dental Microwear Data
2553,2620,2501,10.1371/journal.pone.0165366,2395,2016-11-16T00:00:00Z,"Deborah D Iwanowicz,Amy G Vandergast,Robert S Cornman,Cynthia R Adams,Joshua R Kohn,Robert N Fisher,Cheryl S Brehme",23,11," This is an open access article, free of all copyright, and may be freely reproduced, distributed, transmitted, modified, built upon, or otherwise used by anyone for any lawful purpose. The work is made available under the Creative Commons CC0 public domain dedication.","This work was funded by the Environmental Security Department, Resource Branch Management, Marine Corps Base Camp Pendleton, California - MIPR# M3320013MPFE026; USGS Ecosystems Mission Area; USGS Wildlife Research Program; ResMed Incorporated; San Diego Barcode of Life; Hattie Ettinger Conservation Fund; Consulate of Canada in San Diego.",Metabarcoding of Fecal Samples to Determine Herbivore Diets: A Case Study of the Endangered Pacific Pocket Mouse
2452,2620,2501,10.1371/journal.pone.0166518,1120,2016-11-18T00:00:00Z,"Claudia Laurenzano,Tânia M Costa,Christoph D Schubart",20,11,"Laurenzano et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",This study resulted from a DAAD-Capes exchange projects. Funding for PI and student travel between Brazil and Germany was facilitated by PROBRAL exchange projects between C.D. Schubart and Brazilian colleagues from 2009-2010 (Project-ID 50706184 with Fernando L.M. Mantelatto) and 2013-2014 (DAAD project ID 56266761) with T.M. Costa.,Contrasting Patterns of Clinal Genetic Diversity and Potential Colonization Pathways in Two Species of Western Atlantic Fiddler Crabs
2482,2620,2501,10.1371/journal.pgen.1006415,3392,2016-11-18T00:00:00Z,"Elise Walck-Shannon,Bethany Lucas,Ian Chin-Sang,David Reiner,Kraig Kumfer,Hunter Cochran,William Bothfeld,Jeff Hardin",22,12,"Walck-Shannon et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","EWS and JH are supported by National Institutes of Health grant GM R01GM058038. ICS is funded by the Natural Sciences and Engineering Research Council of Canada (NSERC 249779) and the Canadian Institutes for Health Research (CIHR 130541). DR is supported by NIH grant GM R01GM085309. KK was supported by the Biotechnology Training Program (T32 GM08349) at the University of Wisconsin–Madison. KK and WB were supported by National Institutes of Health grant GM052454 (to John White). The funders had no role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript.",CDC-42 Orients Cell Migration during Epithelial Intercalation in the Caenorhabditis elegans Epidermis
365,2620,2501,10.1371/journal.pone.0166983,1064,2016-11-21T00:00:00Z,"Gabriele Casazza,Fabrizio Grassi,Giovanni Zecca,Luigi Minuto",18,11,"Casazza et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Interreg Alcotra programme 2007-2013, project n. 192 BIODIVAM.",Phylogeographic Insights into a Peripheral Refugium: The Importance of Cumulative Effect of Glaciation on the Genetic Structure of Two Endemic Plants
783,2620,2501,10.1371/journal.pone.0166788,2077,2016-11-21T00:00:00Z,"Adrián Arroyo,Satoshi Hirata,Tetsuro Matsuzawa,Ignacio de la Torre",25,11,"Arroyo et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Funding from the Leverhulme Trust (IN-052) and the European Research Council-Starting Grants (ORACEAF, project: 283366) are acknowledged. The present study was also financially supported by the Japan Society for the Promotion of Science (JSPS KAKENHI grant number 26245069) and the Ministry of Education, Culture, Sports, Science and Technology (MEXT KAKENHI grant numbers 24000001 and 16H06283).",Nut Cracking Tools Used by Captive Chimpanzees (Pan troglodytes) and Their Comparison with Early Stone Age Percussive Artefacts from Olduvai Gorge
1310,2620,2501,10.1371/journal.pone.0166678,2044,2016-11-22T00:00:00Z,"Niels J de Winter,Christophe Snoeck,Philippe Claeys",29,11,"de Winter et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This work was supported by IWT, IWT600, PhD fellowship, NJW; Belgian Science Policy Office, Cold Case project, post-doctoral fellowship, CS; Hercules Foundation, HERC9, funded isotope lab; and Hercules Foundation, HERC1309, funded XRF lab.",Seasonal Cyclicity in Trace Elements and Stable Isotopes of Modern Horse Enamel
1219,2620,2501,10.1371/journal.pone.0166744,3068,2016-11-23T00:00:00Z,"Alexander N Lukashev,Alexander S Klimentov,Svetlana E Smirnova,Tamara K Dzagurova,Jan Felix Drexler,Anatoly P Gmyl",14,11,"Lukashev et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","The study was supported by Russian Scientific Foundation grant 14-15-00619. The funding source did not play any role in study design, collection, analysis and interpretation of data, in the writing of the report, and in the decision to submit the article for publication.",Phylogeography of Crimean Congo Hemorrhagic Fever Virus
1345,2620,2501,10.1371/journal.pone.0167151,3662,2016-11-23T00:00:00Z,"Iris Groman-Yaroslavski,Ehud Weiss,Dani Nadel",21,11,"Groman-Yaroslavski et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This work was funded by Israel Science Foundation (Nos. 831/00 and 711/08), Jerusalem Center for Anthropological Studies, L.S.B. Leakey Foundation, Stekelis Museum of Prehistory in Haifa, MAFCAF Foundation, National Geographic Society, and Israel Antiquities Authority.","Composite Sickles and Cereal Harvesting Methods at 23,000-Years-Old Ohalo II, Israel"
1462,2620,2501,10.1371/journal.pone.0165237,1332,2016-11-23T00:00:00Z,"Kjersti S Kvie,Jan Heggenes,David G Anderson,Marina V Kholodova,Taras Sipko,Ivan Mizin,Knut H Røed",15,11,"Kvie et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","The study was supported by the ERC Advanced Grant “Arctic Domus” ERC AdG 295458 based at the University of Aberdeen (http://www.arcticdomus.org/). Funding was recieved by DGA. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Colonizing the High Arctic: Mitochondrial DNA Reveals Common Origin of Eurasian Archipelagic Reindeer (Rangifer tarandus)
2453,2620,2501,10.1371/journal.pone.0167065,1256,2016-11-29T00:00:00Z,"Francesco Messina,Andrea Finocchio,Nejat Akar,Aphrodite Loutradis,Emmanuel I Michalodimitrakis,Radim Brdicka,Carla Jodice,Andrea Novelletto",22,11,"Messina et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This work was supported by grants of the Italian Ministry of Justice (grant number CUP E81J10001270005) to C.J. and of the Italian Ministry of Education (grant number PRIN-MIUR 2012JA4BTY) to A.N. F.M. was supported by a fellowship from the Italian Ministry of Education. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Spatially Explicit Models to Investigate Geographic Patterns in the Distribution of Forensic STRs: Application to the North-Eastern Mediterranean
593,2620,2501,10.1371/journal.pone.0166726,10213,2016-11-30T00:00:00Z,"Jed O Kaplan,Mirjam Pfeiffer,Jan C A Kolen,Basil A S Davis",17,11,"Kaplan et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","JOK, MP, and BASD were supported by the Swiss National Science Foundation (snf.ch; PP00P2_139193) and European Research Council (erc.eu; 313797) for project COEVOLVE. JCAK was supported by the European Commission’s 7th Framework Programme for project HERCUES (ec.europa.eu/research/fp7; 603447).",Large Scale Anthropogenic Reduction of Forest Cover in Last Glacial Maximum Europe
1277,2620,2501,10.1371/journal.pone.0167051,1539,2016-11-30T00:00:00Z,"Lucas Moyer-Horner,Erik A Beever,Douglas H Johnson,Mark Biel,Jami Belt",25,11," This is an open access article, free of all copyright, and may be freely reproduced, distributed, transmitted, modified, built upon, or otherwise used by anyone for any lawful purpose. The work is made available under the Creative Commons CC0 public domain dedication.","LMH received funding in support of this work from the Glacier National Park Conservancy (https://www.glacierconservancy.org/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Predictors of Current and Longer-Term Patterns of Abundance of American Pikas (Ochotona princeps) across a Leading-Edge Protected Area
1724,2620,2501,10.1371/journal.pone.0166095,18064,2016-11-30T00:00:00Z,"Christopher B Ruff,M Loring Burgess,Richard A Ketcham,John Kappelman",26,11,"Ruff et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This research was supported by the National Science Foundation (www.nsf.gov) BCS-0642297 and BCS-1316104 to C.B. Ruff, and EAR-0646848, EAR-0948842, and EAR-1258878 to R.A. Ketcham. Institutional support was provided by the University of Oulu and the University of Texas at Austin. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Limb Bone Structural Proportions and Locomotor Behavior in A.L. 288-1 (""Lucy"")"
